ds,yhat,yhat_lower,yhat_upper
2025-04-08 05:00:00,12.432363532908482,6.514495090868899,19.094321225274037
2025-04-08 05:10:00,12.895136891727066,6.6244465554239325,19.544355790569313
2025-04-08 05:20:00,13.360248605161335,6.9901598410154735,19.019392741563784
2025-04-08 05:30:00,13.821769060330212,7.228375796934046,20.404453849397324
2025-04-08 05:40:00,14.273924236335292,8.13800580768498,20.542222428454558
2025-04-08 05:50:00,14.711220531858647,8.67890683740431,21.1699742783125
2025-04-08 06:00:00,15.128560379604082,9.028835371895822,21.456069977451428
2025-04-08 06:10:00,15.521345833164352,9.085325099070172,21.73536047929722
2025-04-08 06:20:00,15.885567681533033,9.357418378077439,21.753216971492524
2025-04-08 06:30:00,16.217878084259077,10.298587448901058,22.609344431345143
2025-04-08 06:40:00,16.515645208419112,10.171639472095833,23.0456171788594
2025-04-08 06:50:00,16.776988866123805,10.457964617291177,23.028513846843406
2025-04-08 07:00:00,18.25441839871102,12.101967465383028,24.519859006612784
2025-04-08 07:10:00,18.440342687866213,11.942196371214049,24.62767190809018
2025-04-08 07:20:00,18.588778413967106,12.0287185335239,25.285140822027593
2025-04-08 07:30:00,18.700823678573578,12.418547907291172,25.162037987258635
2025-04-08 07:40:00,18.77822407400154,12.14570347910146,24.681374797193577
2025-04-08 07:50:00,18.823302987572504,12.559746584655691,25.215291265037987
2025-04-08 08:00:00,18.838880169142463,12.578158610695558,24.979877090545877
2025-04-08 08:10:00,18.828181157247144,12.470255838798801,24.810990996170347
2025-04-08 08:20:00,18.794740343888144,13.024287328788198,25.31328792357656
2025-04-08 08:30:00,18.742300557418307,12.510319569629678,24.598904266213726
2025-04-08 08:40:00,18.67471205572749,12.765409921258346,25.067157528531787
2025-04-08 08:50:00,18.59583374818606,12.373715704494481,24.89766452011208
2025-04-08 09:00:00,18.509439311381264,12.055310248824627,24.896129006647655
2025-04-08 09:10:00,18.419130630629553,12.115989882426314,24.328017950388183
2025-04-08 09:20:00,18.328260702855154,11.804982432373112,24.790992491213192
2025-04-08 09:30:00,18.23986778036917,12.037422553385383,24.168939012292153
2025-04-08 09:40:00,18.15662213526384,12.21983320316128,24.456223081701474
2025-04-08 09:50:00,18.080786391179718,11.727406299662388,24.509358737248046
2025-04-08 10:00:00,16.760568219272983,10.34817363049861,22.84502833831729
2025-04-08 10:10:00,16.704595642451096,10.710530510075243,23.294048430297934
2025-04-08 10:20:00,16.660189046221678,10.282967436262512,22.85506697796938
2025-04-08 10:30:00,16.62786307932869,10.44862958328696,23.03856576415033
2025-04-08 10:40:00,16.6077317415636,10.606607393049481,23.353003157394426
2025-04-08 10:50:00,16.599545326988952,10.205279211895984,23.15560075738081
2025-04-08 11:00:00,16.602735713600243,10.525803557926858,23.10999760375583
2025-04-08 11:10:00,16.61646798275183,10.573235790956977,22.62084656619283
2025-04-08 11:20:00,16.639696216312196,10.179315766695073,22.468093727690764
2025-04-08 11:30:00,16.671221256033075,10.341926191908179,23.29482807278032
2025-04-08 11:40:00,16.70974822502192,9.9938833041207,23.229576454514216
2025-04-08 11:50:00,16.753941700391998,9.997068110640283,23.14873198271827
2025-04-08 12:00:00,16.802476583377263,10.238548554379578,22.703655547665743
2025-04-08 12:10:00,16.854082937392633,10.501519989665493,22.93580965556806
2025-04-08 12:20:00,16.90758334183403,10.100178569650284,22.821932224006268
2025-04-08 12:30:00,16.961921634280436,10.629431439167766,23.170368832123668
2025-04-08 12:40:00,17.01618227120786,10.631318074559585,23.34539662740405
2025-04-08 12:50:00,17.0695999177347,10.243639409096215,23.56361410795392
2025-04-08 13:00:00,17.121559265576977,10.874755432914313,23.510516336966795
2025-04-08 13:10:00,17.171585461949217,10.462443832520918,24.17992545085385
2025-04-08 13:20:00,17.219325898168268,10.790285795818221,23.45831310161082
2025-04-08 13:30:00,17.26452444322415,11.20338987014689,23.48101036874726
2025-04-08 13:40:00,17.306989501323716,10.909847191544959,23.618743613788233
2025-04-08 13:50:00,17.346557514570982,11.149056400025998,23.52264247306724
2025-04-08 14:00:00,17.383053716123484,11.628965036422674,23.77045976243482
2025-04-08 14:10:00,17.4162520535612,11.518784374461065,23.33923200109254
2025-04-08 14:20:00,17.445836250780452,10.888569250139795,23.774677849923616
2025-04-08 14:30:00,17.471363949007618,11.391768530040693,24.050964732452563
2025-04-08 14:40:00,17.49223577206276,11.554768597738741,23.977205705177123
2025-04-08 14:50:00,17.507670994339833,11.86629380307196,23.833960455220833
2025-04-08 15:00:00,17.51669126328984,11.24306826648941,23.511624586465643
2025-04-08 15:10:00,17.518113542649775,11.143120806425271,23.986662409196068
2025-04-08 15:20:00,17.51055311358643,10.880910683088308,23.97490277822776
2025-04-08 15:30:00,17.492437105244452,10.937738425741847,23.975049920541416
2025-04-08 15:40:00,17.462028636985387,10.974520331301395,23.56756038245398
2025-04-08 15:50:00,17.417461255927723,11.417551766137937,23.880821140190218
2025-04-08 16:00:00,17.356782957237886,11.690237734807898,23.802232763071824
2025-04-08 16:10:00,17.27800869506114,10.912484802909793,23.342930391181817
2025-04-08 16:20:00,17.179179942185435,11.501171437769152,23.23128618023662
2025-04-08 16:30:00,17.05842954882457,10.718129400984544,23.120508447281857
2025-04-08 16:40:00,16.91404989397816,10.579826939068495,23.144888378328098
2025-04-08 16:50:00,16.744562131055513,10.523556225454366,23.119366248350712
2025-04-08 17:00:00,17.80240590349475,11.401424820488094,23.963672947234038
2025-04-08 17:10:00,17.579516957648856,11.42461346574946,23.827258388857715
2025-04-08 17:20:00,17.32911580896554,11.61917346435638,23.334773749746713
