ds,yhat,yhat_lower,yhat_upper
2025-04-08 05:00:00,-0.14464330268932815,-2.4384390568403154,2.256373826459038
2025-04-08 05:10:00,-0.03041884800235714,-2.188191412915003,2.0972205196722884
2025-04-08 05:20:00,0.08329418580326678,-1.9620418685331567,2.1975337073534242
2025-04-08 05:30:00,0.19456365912190768,-2.0464556702026973,2.4819902792857604
2025-04-08 05:40:00,0.3014828122865781,-1.7558634818445915,2.5676613016870204
2025-04-08 05:50:00,0.4022163565860898,-1.7759380900610426,2.680460867718543
2025-04-08 06:00:00,0.4950450831974451,-1.8280572707777814,2.701871456722963
2025-04-08 06:10:00,0.5784077959376099,-1.5266772829203006,2.6750217937094343
2025-04-08 06:20:00,0.6509394417874879,-1.5695159973248456,2.732398075163116
2025-04-08 06:30:00,0.7115044144061043,-1.5942442118176046,2.8525565970955165
2025-04-08 06:40:00,0.7592241360694374,-1.3379438699916377,2.929648024813788
2025-04-08 06:50:00,0.7934981781906202,-1.333407609906549,3.038656815607619
2025-04-08 07:00:00,0.39224035759596143,-1.7508163330703521,2.51485806360258
2025-04-08 07:10:00,0.3989974360936918,-1.9114964589618575,2.588781190280111
2025-04-08 07:20:00,0.3922802542216355,-1.7025039628651233,2.5663531073303854
2025-04-08 07:30:00,0.37266733587592715,-1.7053593021390514,2.572264917944905
2025-04-08 07:40:00,0.34101120630718,-1.8378642448314646,2.5266429864269466
2025-04-08 07:50:00,0.2984158636873243,-1.9129692789626045,2.4962328388478507
2025-04-08 08:00:00,0.24620802975459885,-1.978036001506166,2.302803077064936
2025-04-08 08:10:00,0.18590297225886743,-2.0348837440444787,2.368157980917434
2025-04-08 08:20:00,0.11916583622715773,-2.2236024720156378,2.392187851176229
2025-04-08 08:30:00,0.04776953792195074,-2.170159502222688,2.1029189633599046
2025-04-08 08:40:00,-0.02644963612553136,-2.2687405041399464,2.132640735616958
2025-04-08 08:50:00,-0.1016375295601949,-2.421608512264105,2.0121017048726624
2025-04-08 09:00:00,-0.1759674975039816,-2.4542513388212264,1.952591450933875
2025-04-08 09:10:00,-0.24768446616073775,-2.3227911789978246,1.9795699915943072
2025-04-08 09:20:00,-0.3151465129765548,-2.555047370501234,1.9525256951104735
2025-04-08 09:30:00,-0.3768628907302203,-2.736799673189933,1.7724191095063953
2025-04-08 09:40:00,-0.4315275270348836,-2.705656160694659,1.696439777112672
2025-04-08 09:50:00,-0.4780471668050191,-2.6736219532480447,1.5898894847502778
2025-04-08 10:00:00,-0.093785483391401,-2.495354220811947,2.218596273019654
2025-04-08 10:10:00,-0.1216906585613757,-2.383797644919844,2.020514371628837
2025-04-08 10:20:00,-0.13963612080564547,-2.24436948883386,2.325072542712991
2025-04-08 10:30:00,-0.14753432473862785,-2.368060163834695,2.1702998194132124
2025-04-08 10:40:00,-0.1455536517203725,-2.2923676927152936,1.8837429712298852
2025-04-08 10:50:00,-0.13410670205175418,-2.2788174242772015,2.108305020563252
2025-04-08 11:00:00,-0.11383243121803524,-2.1577393628893247,2.044601677677617
2025-04-08 11:10:00,-0.08557274841499657,-2.1731634335073613,2.141868937753766
2025-04-08 11:20:00,-0.05034434200346588,-2.187045653641601,2.198881069566567
2025-04-08 11:30:00,-0.00930661838069985,-2.270459191985639,2.19525041618564
2025-04-08 11:40:00,0.03627326388466676,-2.1346762918603766,2.375401479472831
2025-04-08 11:50:00,0.085057218628459,-2.041365554116303,2.2001508882045027
2025-04-08 12:00:00,0.135673834620901,-2.066320253497637,2.0718787698785563
2025-04-08 12:10:00,0.18675567541405166,-2.0555285347416303,2.4834059540774542
2025-04-08 12:20:00,0.23697522447660702,-2.0057924886333125,2.5686704266170777
2025-04-08 12:30:00,0.2850784858930768,-2.028815458811448,2.4259799958253474
2025-04-08 12:40:00,0.32991533886566404,-1.8554795994312576,2.5609778515416135
2025-04-08 12:50:00,0.37046585935954335,-1.7656006360663177,2.6044337582323744
2025-04-08 13:00:00,0.4058619582860981,-1.6362355031602704,2.6892153645471453
2025-04-08 13:10:00,0.4354038386115411,-1.814977524204127,2.6341015532849683
2025-04-08 13:20:00,0.4585709396358649,-1.803429588736689,2.4388530539375473
2025-04-08 13:30:00,0.47502720987029484,-1.692289288945492,2.73535325221222
2025-04-08 13:40:00,0.48462072475142404,-1.6736996897516159,2.6626706038339365
2025-04-08 13:50:00,0.487377836690575,-1.7578230584042651,2.7226950739760913
2025-04-08 14:00:00,0.4834922083692153,-1.9006935365838624,2.634879856381465
2025-04-08 14:10:00,0.4733092289895412,-1.6177840615430257,2.497566904045544
2025-04-08 14:20:00,0.45730644531956377,-1.8473731539815674,2.6207872387370936
2025-04-08 14:30:00,0.4360707484894753,-1.802601481448683,2.782543783507323
2025-04-08 14:40:00,0.41027314282314964,-1.7714161011168656,2.590903576834676
2025-04-08 14:50:00,0.3806419803553399,-1.7652433933565057,2.528458311798105
2025-04-08 15:00:00,0.34793557399539815,-1.8007735147808626,2.695067368868337
2025-04-08 15:10:00,0.31291510134602885,-1.8651370555356543,2.340234686836911
2025-04-08 15:20:00,0.2763186828410923,-1.8345906728773422,2.499331405143948
2025-04-08 15:30:00,0.23883746012076873,-1.9280686421880886,2.398507466331156
2025-04-08 15:40:00,0.2010944186727507,-2.042292693500954,2.3593504998553905
2025-04-08 15:50:00,0.1636265934505911,-1.9191401502815977,2.3367066809490082
2025-04-08 16:00:00,0.12687117141027168,-2.1166394584981707,2.213428598260388
2025-04-08 16:10:00,0.09115586624911476,-2.1454740637489453,2.210398240493801
