ds,yhat,yhat_lower,yhat_upper
2025-04-08 05:00:00,0.4627552683631608,-0.07040724651204237,1.0161175390662776
2025-04-08 05:10:00,0.46859447673000143,-0.10924923867780939,0.9622892109972715
2025-04-08 05:20:00,0.4733793716514217,-0.046907017330689034,0.9846781491500148
2025-04-08 05:30:00,0.47705346012912436,-0.049903927346356416,1.0598216284392548
2025-04-08 05:40:00,0.4795843701597341,-0.05755661392878003,1.040002715494954
2025-04-08 05:50:00,0.48096437345568466,-0.050709040187177916,0.9937124535760495
2025-04-08 06:00:00,0.48121029156097483,-0.06780946626142197,1.0046183496620806
2025-04-08 06:10:00,0.4803627938005331,-0.052490018224463725,1.0165366718690154
2025-04-08 06:20:00,0.4784851117872063,-0.04831800535097911,0.9969341707490541
2025-04-08 06:30:00,0.4756612107270204,0.005990321009396121,1.0065821776464514
2025-04-08 06:40:00,0.47199347200675346,-0.0310845161651235,0.9760935508254979
2025-04-08 06:50:00,0.46759995417225647,-0.07639061209157309,0.9816198318954148
2025-04-08 07:00:00,0.4796678099277272,-0.056817345712307184,1.0038262540623322
2025-04-08 07:10:00,0.474223945203657,-0.07256040145492186,1.0018973177052608
2025-04-08 07:20:00,0.46847051203295953,-0.0952797588036759,0.9877640885751144
2025-04-08 07:30:00,0.46255533026510376,-0.0799525472553051,0.9694512665370558
2025-04-08 07:40:00,0.4566248335159792,-0.06109864828446744,0.9568034224869615
2025-04-08 07:50:00,0.4508206325608672,-0.07703905061760043,0.9777221180739317
2025-04-08 08:00:00,0.4452762845489606,-0.07584987296458237,0.964303624934131
2025-04-08 08:10:00,0.4401143491672453,-0.09119286975327051,0.9342582973163349
2025-04-08 08:20:00,0.435443803413451,-0.1383850983564402,0.9275145186556252
2025-04-08 08:30:00,0.4313578752713566,-0.1082639431691009,0.9553420924371757
2025-04-08 08:40:00,0.4279323437865374,-0.09918175721766037,0.9026341292416306
2025-04-08 08:50:00,0.42522433888365624,-0.08548328987363765,0.9644061227351686
2025-04-08 09:00:00,0.42327165967026137,-0.10021898897277842,0.9383292865938374
2025-04-08 09:10:00,0.42209261479844196,-0.13048072616547804,0.9570540488122327
2025-04-08 09:20:00,0.4216863737107265,-0.12012788773182728,0.956987694394912
2025-04-08 09:30:00,0.42203380329247575,-0.10136188973706094,0.9242310375384298
2025-04-08 09:40:00,0.4230987512288852,-0.08351122666781521,0.9361643884391989
2025-04-08 09:50:00,0.4248297254984594,-0.0700856300883715,0.943065696900283
2025-04-08 10:00:00,0.4101054093575035,-0.0858059421040049,0.968364066062939
2025-04-08 10:10:00,0.4129629430076074,-0.06167693113056454,0.9397384891031735
2025-04-08 10:20:00,0.4162613972808551,-0.13061559231936581,0.9199435119460995
2025-04-08 10:30:00,0.4199103610766129,-0.11063454125490643,0.9612666897056338
2025-04-08 10:40:00,0.42381606324745014,-0.11385273918130816,0.8790537111528431
2025-04-08 10:50:00,0.42788395085219283,-0.10874209130166691,0.9750242974313389
2025-04-08 11:00:00,0.43202114942891084,-0.05623647566140319,0.9735015327478662
2025-04-08 11:10:00,0.43613873674769943,-0.08867798697393899,0.9726622885444376
2025-04-08 11:20:00,0.44015376932201294,-0.12736090082879267,0.9392852067728015
2025-04-08 11:30:00,0.44399101057993856,-0.1177300495429447,0.96891105023747
2025-04-08 11:40:00,0.4475843204222666,-0.014509506272329848,0.9827646332222009
2025-04-08 11:50:00,0.4508776779422895,-0.05467782845556972,0.9517992357923013
2025-04-08 12:00:00,0.45382582156512385,-0.03477611064271328,1.0198821132626004
2025-04-08 12:10:00,0.456394503809521,-0.030874644578757337,0.9911950984663578
2025-04-08 12:20:00,0.4585603703658642,-0.07209320388428497,0.944931232413483
2025-04-08 12:30:00,0.4603104853566852,-0.07488289373726507,0.9856683683878611
2025-04-08 12:40:00,0.461641535656149,-0.0788017493458303,1.0095460463796533
2025-04-08 12:50:00,0.4625587570065218,-0.08673543166689487,0.9788613707344064
2025-04-08 13:00:00,0.4630746328411988,-0.09226923471563149,1.0093481107689448
2025-04-08 13:10:00,0.4632074230995097,-0.05803956334087971,0.9990305100362948
2025-04-08 13:20:00,0.4629795846529707,-0.0875733095654886,0.967662769610845
2025-04-08 13:30:00,0.46241614718329105,-0.06927778643206361,0.9871922990138
2025-04-08 13:40:00,0.461543108333813,-0.068718387764793,0.9485416744056407
2025-04-08 13:50:00,0.46038590982202254,-0.08832510757436773,0.953091615305374
2025-04-08 14:00:00,0.45896805196454515,0.008906267935310463,0.9607723890199025
2025-04-08 14:10:00,0.45730989791142207,-0.05927524766638337,0.9563201051864695
2025-04-08 14:20:00,0.4554277110648072,-0.05106423542688491,0.9878847712312221
2025-04-08 14:30:00,0.45333295985447514,-0.06911899373535457,0.9901172253197355
2025-04-08 14:40:00,0.451031913704004,-0.07722592774293194,0.9650175912792277
2025-04-08 14:50:00,0.44852554287658947,-0.08630953832197848,0.9635955021612002
2025-04-08 15:00:00,0.4458097233973392,-0.09179901655849167,0.9634867959844844
2025-04-08 15:10:00,0.4428757367253161,-0.13197238804187703,0.9674508758673771
2025-04-08 15:20:00,0.43971104280852424,-0.049807288225555656,0.9622408318396958
2025-04-08 15:30:00,0.4363002947480848,-0.0728011083091476,0.9604186370843826
2025-04-08 15:40:00,0.4326265541468652,-0.09005186022628588,0.9761891951936922
2025-04-08 15:50:00,0.42867265840779156,-0.10924686923198987,0.9666353138477556
2025-04-08 16:00:00,0.4244226851011101,-0.12867962351290588,0.916393635553416
2025-04-08 16:10:00,0.41986345438788353,-0.08506764209454476,0.9556140133428513
