ds,yhat,yhat_lower,yhat_upper
2025-04-08 05:00:00,0.9111308617545718,0.29342459633264945,1.5357889411089387
2025-04-08 05:10:00,0.9230291174233071,0.3340057538842754,1.5602277103538091
2025-04-08 05:20:00,0.9348744770999995,0.28944388796113024,1.5305775352942417
2025-04-08 05:30:00,0.9464688195338297,0.2891791929306367,1.5890739752736014
2025-04-08 05:40:00,0.9576175402431364,0.3526863697185685,1.5830331633115773
2025-04-08 05:50:00,0.9681342694077021,0.35727282245414144,1.617983369766923
2025-04-08 06:00:00,0.9778453913459496,0.34672316943346926,1.5916667036608763
2025-04-08 06:10:00,0.9865942432841979,0.3833189836134932,1.6241636954761527
2025-04-08 06:20:00,0.9942448797789689,0.38863723687217566,1.6368636855897774
2025-04-08 06:30:00,1.0006853012694736,0.38864558534341176,1.5129580136538603
2025-04-08 06:40:00,1.0058300601600856,0.3598382274177368,1.6328665102932776
2025-04-08 06:50:00,1.0096221752211443,0.4144022364583276,1.6312377578379462
2025-04-08 07:00:00,0.9953536864989065,0.39576801994606214,1.587605972085779
2025-04-08 07:10:00,0.9963885295356214,0.4007522776239189,1.5652493433065666
2025-04-08 07:20:00,0.996078451318834,0.36412263061780736,1.621979948829556
2025-04-08 07:30:00,0.9944843419862106,0.3655377939946872,1.6217312009052371
2025-04-08 07:40:00,0.9916937475565456,0.35717002497742567,1.5820047411808489
2025-04-08 07:50:00,0.9878183270728859,0.37253160173364175,1.6412751495802336
2025-04-08 08:00:00,0.9829907100112881,0.37213925949021576,1.618419388920327
2025-04-08 08:10:00,0.977360844128538,0.3609046889017087,1.5766973888987699
2025-04-08 08:20:00,0.9710919375430735,0.32139216359125045,1.6132184738711233
2025-04-08 08:30:00,0.9643561094219872,0.4305501406556189,1.5885809450704371
2025-04-08 08:40:00,0.957329871007603,0.33218494325963954,1.5998005993983282
2025-04-08 08:50:00,0.9501895623327837,0.36569682749790167,1.5626190888182927
2025-04-08 09:00:00,0.9431068702934006,0.3372687677398034,1.5705184357546174
2025-04-08 09:10:00,0.936244550056284,0.3218931173103296,1.5511237822219754
2025-04-08 09:20:00,0.9297524650286311,0.32074173332842554,1.5050491584592156
2025-04-08 09:30:00,0.923764050269471,0.29910663359225736,1.5350538105917213
2025-04-08 09:40:00,0.9183932911477273,0.2818350009225633,1.537486262394286
2025-04-08 09:50:00,0.9137322933379722,0.26745610852508855,1.4994700639823926
2025-04-08 10:00:00,0.926530120440645,0.34881356451369344,1.5884117860067255
2025-04-08 10:10:00,0.9234692303631864,0.30394841300606507,1.5327751497272986
2025-04-08 10:20:00,0.9212487991969762,0.3012944237462343,1.5461750821584719
2025-04-08 10:30:00,0.9198625709279321,0.3169728067134055,1.5159297202378548
2025-04-08 10:40:00,0.9192804808252775,0.27670567859557493,1.555020961038887
2025-04-08 10:50:00,0.919450303042308,0.31664075539715963,1.55127590689723
2025-04-08 11:00:00,0.9202998808254006,0.2660444880107312,1.5744234621443232
2025-04-08 11:10:00,0.9217398637050428,0.2974928233042157,1.5257195743962646
2025-04-08 11:20:00,0.9236668623370239,0.2927365026163615,1.5524834792739495
2025-04-08 11:30:00,0.9259669208069259,0.3092308745011224,1.5389816746799834
2025-04-08 11:40:00,0.9285191984032316,0.3635877289672322,1.5153722438142645
2025-04-08 11:50:00,0.9311997484357052,0.30848758820839933,1.5549585455566286
2025-04-08 12:00:00,0.9338852805251594,0.3548521131278975,1.564009581008639
2025-04-08 12:10:00,0.9364567952239399,0.2794720885664279,1.5809536750456026
2025-04-08 12:20:00,0.9388029853727715,0.34962962942394643,1.5642910986318785
2025-04-08 12:30:00,0.940823307426314,0.32574103094171836,1.5823621823959326
2025-04-08 12:40:00,0.942430637481734,0.31511840773861977,1.56600966233847
2025-04-08 12:50:00,0.9435534407800464,0.29001557385236704,1.5306729868232667
2025-04-08 13:00:00,0.9441373994278983,0.3418024593316792,1.5900801132649878
2025-04-08 13:10:00,0.9441464605533018,0.3029674119498467,1.569667798091034
2025-04-08 13:20:00,0.9435632855205791,0.38926153131367225,1.593386200826186
2025-04-08 13:30:00,0.9423890996319335,0.3089726739573634,1.5310218882656936
2025-04-08 13:40:00,0.9406429602718817,0.32571698451492587,1.6082131927746437
2025-04-08 13:50:00,0.9383604792720498,0.313367058216719,1.586992669966637
2025-04-08 14:00:00,0.9355920517227002,0.3160999034541921,1.5361564579802929
2025-04-08 14:10:00,0.9324006581033091,0.25956242459179557,1.5323309232157567
2025-04-08 14:20:00,0.9288593190408778,0.3240785854117493,1.574126589774157
2025-04-08 14:30:00,0.9250482917043982,0.2991027777156389,1.5544396128533315
2025-04-08 14:40:00,0.9210521037965338,0.2638920299326707,1.5796549376786708
2025-04-08 14:50:00,0.9169565248392338,0.29011765024465125,1.5597726904282165
2025-04-08 15:00:00,0.912845575089069,0.2608783258595988,1.4780144424397785
2025-04-08 15:10:00,0.9087986697597633,0.264268887640772,1.519392084710996
2025-04-08 15:20:00,0.9048879906841515,0.2810984263623721,1.4978066557202763
2025-04-08 15:30:00,0.9011761689036399,0.27958004839612116,1.5073225156785903
2025-04-08 15:40:00,0.897714350635219,0.2770353028087681,1.522379558603975
2025-04-08 15:50:00,0.8945407056980805,0.2849730518479165,1.4607640849890104
2025-04-08 16:00:00,0.8916794223282936,0.32178255558717794,1.5197385023620564
2025-04-08 16:10:00,0.8891402159495572,0.2721951677529024,1.5277394438623295
2025-04-08 16:20:00,0.8869183622272381,0.2798036608055225,1.5151324125322718
2025-04-08 16:30:00,0.8849952473814056,0.2567017588104381,1.4927229536585354
